Name,Weight,Id,Details,Price,Price per Kg,Promotion Discount,Promotion End Date,Image Url
10 Merendine Ricoperte al Cacao e Farcite al Latte U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44783,"1 conf 350g | 5,40 €/kg","1,89","5,40",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44783/062E46DC-4F81-4F9F-ADDD-5B3C0EC33F1C_1_MEDIUM.Jpg
10 Merendine Farcite al Cacao U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44780,"1 conf 280g | 4,60 €/kg","1,29","4,60",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44780/1681A77E-6744-4ADB-95F4-9660E9DE4B0C_1_MEDIUM.Jpg
10 Merendine Farcite al Latte U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44495,"1 conf 280g | 4,60 €/kg","1,29","4,60",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44495/2FA32E7D-678E-4C3F-BF37-FCA90DCAC9B1_1_MEDIUM.Jpg
10 Plumcake con Yogurt Magro e Gocce di Cioccolato U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/26712,"1 conf 350g | 4,82 €/kg","1,69","4,82",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/26712/3DAAD258-3FB7-450B-A8AC-FB550976337B_1_MEDIUM.Jpg
10 Plumcake con Yogurt Magro U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/26711,"1 conf 330g | 5,12 €/kg","1,69","5,12",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/26711/5E655A2E-E102-4A0E-9491-9495EAF02769_1_MEDIUM.Jpg
Muffins 2x2 U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/14685,"1 conf 300g | 6,63 €/kg","1,99","6,63",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/14685/26A88284-D881-4094-9DFA-F9DC3410D40D_1_MEDIUM.Jpg
6 Fagottini con Farcitura al Cioccolato U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/11919,"1 conf 300g | 5,63 €/kg","1,69","5,63",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/11919/03FC2890-B64B-4532-B8A3-F6167D1474BF_1_MEDIUM.Jpg
6 Fagottini con Farcitura all'Albicocca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/11918,"1 conf 300g | 5,63 €/kg","1,69","5,63",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/11918/421CF09A-2691-4E68-A23C-9CAF61B17DDC_1_MEDIUM.Jpg
6 Croissant Classico U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/83185,"1 conf 240g | 6,20 €/kg","1,49","6,20",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/83185/9A78D11D-EC69-486C-B95F-B255A66C5B03_1_MEDIUM.Jpg
6 Croissant con Farina Integrale U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44903,"1 conf 240g | 7,04 €/kg","1,69","7,04",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44903/FB566B04-8E5B-4E35-BDD0-1D10EB035F4B_1_MEDIUM.Jpg
6 Croissant con Farcitura Latte e Cioccolato U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44784,"1 conf 300g | 4,96 €/kg","1,49","4,96",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44784/A96E7BCE-BF3B-4AAC-96C5-189098F66A18_1_MEDIUM.Jpg
Minibrioche con Farcitura all' Albicocca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44412,"1 conf 150g | 6,60 €/kg","0,99","6,60",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44412/6BAE3F41-003D-4B73-B221-AFDEDD6D193E_1_MEDIUM.Jpg
Minibrioche con Farcitura al Cioccolato U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44411,"1 conf 150g | 6,60 €/kg","0,99","6,60",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44411/CE844DD0-ECCE-4C03-9DDE-7418A4E698C5_1_MEDIUM.Jpg
6 Croissant con Farcitura alla Crema U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/40319,"1 conf 300g | 4,96 €/kg","1,49","4,96",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/40319/B4C6D80A-A049-4A7B-A6B7-F9D13EAD11B1_1_MEDIUM.Jpg
10 Croissant Classico U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/13216,"1 conf 400g | 4,97 €/kg","1,99","4,97",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/13216/1AF12C70-136E-49D5-AB69-F592B87C181A_1_MEDIUM.Jpg
6 Croissant con Farcitura alla Ciliegia U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/11917,"1 conf 300g | 4,96 €/kg","1,49","4,96",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/11917/B8A5314C-3912-473A-B63E-F6BDCBE076AC_1_MEDIUM.Jpg
6 Croissant con Farcitura al Cioccolato U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/11916,"1 conf 300g | 4,96 €/kg","1,49","4,96",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/11916/03348D46-F124-4C06-BBD7-82396D14AA24_1_MEDIUM.Jpg
6 Croissant con Farcitura Albicocca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/11915,"1 conf 300g | 4,96 €/kg","1,49","4,96",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/11915/8746A636-1835-4079-B4A6-E8F7B76678A0_1_MEDIUM.Jpg
Cioccolata Calda U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/91298,"1 conf 125g | 9,52 €/kg","1,19","9,52",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/91298/8EB3BD1E-AE5B-4157-8809-29B04244356F_1_MEDIUM.Jpg
Cacao Zuccherato U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/43927,"1 conf 75g | 11,33 €/kg","0,85","11,33",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/43927/3507F296-63FC-4D83-A39B-31410DE35E2B_1_MEDIUM.Jpg
2 Preparato per Crème Caramel U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/37266,"1 conf 200g | 5,95 €/kg","1,19","5,95",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/37266/ACFDA9D3-4B8A-4F26-89B2-3D4529641D7D_1_MEDIUM.Jpg
Preparato per Panna Cotta U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/35762,"1 conf 90g | 8,77 €/kg","0,79","8,77",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/35762/6E949000-4F4A-448E-8244-62F4659C689F_1_MEDIUM.Jpg
Preparato per Budino Gusto Vaniglia U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/35603,"1 conf 65g | 10,61 €/kg","0,69","10,61",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/35603/36AF591D-F757-4E0D-B94E-E2F42C2DC0C0_1_MEDIUM.Jpg
Preparato per Budino Gusto Cioccolato U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/35602,"1 conf 90g | 7,22 €/kg","0,65","7,22",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/35602/B09E0C89-FD3C-47D8-9211-99736FE84DA2_1_MEDIUM.Jpg
2 Preparato Budino Gusto Cioccolato da Zuccherare U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/35598,"1 conf 90g | 7,66 €/kg","0,69","7,66",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/35598/80359196-95CD-42DA-9AE7-E2FE872CC35F_1_MEDIUM.Jpg
2 Preparato Budino Gusto Vaniglia da Zuccherare U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/35596,"1 conf 70g | 9,85 €/kg","0,69","9,85",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/35596/1E3BB490-4CC2-4C6D-AF65-5A4A208A2649_1_MEDIUM.Jpg
FECOLA DI PATATE U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44221,"1 conf 250g | 3,16 €/kg","0,79","3,16",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44221/FCE84D39-B8F0-4396-A5EC-268D94F0A2CE_1_MEDIUM.Jpg
Zucchero a Velo U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/13468,"1 conf 125g | 4,72 €/kg","0,59","4,72",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/13468/8859A0A0-CCC7-4C65-87B2-C6696D4A815A_1_MEDIUM.Jpg
Lievito U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/13466,"1 conf 48g | 14,37 €/kg","0,69","14,37",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/13466/1A17CFCD-A6AD-4F4C-829B-591E74F614F8_1_MEDIUM.Jpg
Ciocco Snack U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/86688,"1 conf 250g | 11,56 €/kg","2,89","11,56",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/86688/770D7A07-AB6A-4B15-8346-7D24E798F286_1_MEDIUM.Jpg
Mega Biscotti Ripieni con Crema al Cacao U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/50037,"1 conf 500g | 2,98 €/kg","1,49","2,98",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/50037/F4B33F7A-F6CF-49C0-B3C0-9C32A32C3AA3_1_MEDIUM.Jpg
Biscotti Ricoperti di Cioccolato al Latte U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/50036,"1 conf 125g | 15,12 €/kg","1,89","15,12",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/50036/E4822F86-0E5F-4E49-9A79-C14D7DCEB0FB_1_MEDIUM.Jpg
Biscotti Ripieni con Crema al Cacao U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44772,"1 conf 150g | 8,60 €/kg","1,29","8,60",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44772/A86B7CC5-C74D-4AB8-925B-72D264CE0097_1_MEDIUM.Jpg
Biscotti Ripieni con Crema alla Nocciola U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44771,"1 conf 150g | 8,60 €/kg","1,29","8,60",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44771/DA1E7702-4B28-4A51-A3CC-D60EAF030E20_1_MEDIUM.Jpg
Savoiardi U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44220,"1 conf 400g | 3,97 €/kg","1,59","3,97",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/44220/6B8BD0E3-5488-4654-97F6-73D004C05F7D_1_MEDIUM.Jpg
Amaretti U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/13072,"1 conf 200g | 5,45 €/kg","1,09","5,45",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/13072/8C605216-07C7-4D69-BC42-E09A58F85B45_1_MEDIUM.Jpg
Caramelle al Gusto Menta U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/93068,"1 conf 150g | 8,33 €/kg","1,25","8,33",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/93068/83A40595-79ED-4BE9-AB3D-9A758AFD37EA_1_MEDIUM.Jpg
Caramelle Ripiene Assortite alla Frutta U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/84509,"1 conf 150g | 8,33 €/kg","1,25","8,33",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/84509/5B7B3FA4-B033-494B-8166-B76B0ECC6B22_1_MEDIUM.Jpg
Caramelle Ripiene al Gusto Menta U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/82273,"1 conf 150g | 8,33 €/kg","1,25","8,33",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/82273/AA71B85A-33D0-4A8F-890B-56839495E26D_1_MEDIUM.Jpg
Caramelle ai Gusti Arancia e Limone U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/80852,"1 conf 150g | 8,33 €/kg","1,25","8,33",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/80852/C2A75857-E965-49F4-9515-D32EDF8A50C1_1_MEDIUM.Jpg
Toffees Assortite alla Frutta U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/87747,"1 conf 150g | 8,60 €/kg","1,29","8,60",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/87747/3C5F54D9-DB9C-4BD2-B20B-F5CFFD5F1F82_1_MEDIUM.Jpg
Caramelle Mou U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/79155,"1 conf 150g | 8,60 €/kg","1,29","8,60",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/79155/9F470888-D04E-4947-936B-928133051F01_1_MEDIUM.Jpg
200 BASTONCINI DI CARTA COTONATI 100% PURO COTONE U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/6840,"1,39 €/pz","1,39","1,39",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/6840/21E52968-CFAF-4A4F-8939-0E4F84864EA0_1_MEDIUM.Jpg
60 BASTONCINI DI CARTA COTONATI BABY CARE 100% PURO COTONE U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/6839,"1,09 €/pz","1,09","1,09",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/6839/F11D0326-AE1A-4CE9-A569-BC11128A944D_1_MEDIUM.Jpg
100 BASTONCINI DI CARTA COTONATI 100% PURO COTONE U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/6838,"0,89 €/pz","0,89","0,89",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/6838/C4F0692E-4535-472B-BF30-C4F254360E3A_1_MEDIUM.Jpg
64 Baby Care Sensitive U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/8021,"1,89 €/pz","1,89","1,89",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/8021/BEF31457-147A-4692-A5CA-AFD6549E873D_1_MEDIUM.Jpg
20 Salviette Baby Care U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6848,"1,15 €/pz","1,15","1,15",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/6848/E5181735-E671-47C2-B7F7-C36C866E546B_1_MEDIUM.Jpg
100 Salviette Baby Care U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/42477,"2,09 €/pz","2,09","2,09",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/42477/C991F4E9-4600-49A9-9DDF-773A4BD19253_1_MEDIUM.Jpg
Spazzolino Extra Sensitive U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/82238,"1,29 €/pz","1,29","1,29",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/82238/578E5C5F-3697-4451-9E81-960B059B1A19_1_MEDIUM.Jpg
44 PANNOLINI BABY CARE JUNIOR DRY COMFORT 11-25 KG U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/43490,"7,49 €/pz","7,49","7,49",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/43490/B30D720D-50BA-4649-8957-5515DD270A04_1_MEDIUM.Jpg
50 PANNOLINI BABY CARE MAXI DRY COMFORT 7-18 KG U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/43489,"7,49 €/pz","7,49","7,49",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/43489/166C67F6-4E92-4081-B40E-EBE44BDAA343_1_MEDIUM.Jpg
16 PANNOLINI BABY CARE JUNIOR DRY COMFORT 11-25 KG U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/40640,"3,59 €/pz","3,59","3,59",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/40640/DC94A923-8B8D-4A7D-9D8C-24F709E9EA25_1_MEDIUM.Jpg
18 PANNOLINI BABY CARE MAXI DRY COMFORT 7-18 KG U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/40639,"3,59 €/pz","3,59","3,59",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/40639/31EE6C91-65D5-430B-B569-9B14A3C4A452_1_MEDIUM.Jpg
20 PANNOLINI BABY CARE MIDI DRY COMFORT 4-9 KG U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/40638,"3,59 €/pz","3,59","3,59",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/40638/3C4D7478-A3F6-4CF0-9EE3-8B4DE359D8A7_1_MEDIUM.Jpg
14 PANNOLINI BABY CARE EXTRA LARGE DRY COMFORT 15-30 KG U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/40637,"3,59 €/pz","3,59","3,59",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/40637/7117FFB3-F2F7-4C56-B78C-8357F57E2E20_1_MEDIUM.Jpg
Bagnoschiuma Olio di Argan Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/49098,"2,25 €/l","1,69","2,25",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/49098/0BF5BB74-0C37-4BBD-B73D-D53CFDC38D0E_1_MEDIUM.Jpg
Bagnoschiuma Muschio Bianco e Fiori Bianchi Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/4310,"2,25 €/l","1,69","2,25",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/4310/352E0D7A-46F9-4E93-9509-E88F0529978D_1_MEDIUM.Jpg
Bagnoschiuma Aloe Vera e Mandorle Dolci Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/4309,"2,25 €/l","1,69","2,25",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/4309/2A2B686A-779F-4005-A3F9-CB8800C6A06C_1_MEDIUM.Jpg
Doccia Shampoo Energizzante Ginseng e Guaranà Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/48087,"3,63 €/l","1,09","3,63",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/48087/0D5628D7-F8CF-46CC-A318-DE705FCFFF0A_1_MEDIUM.Jpg
Detergente Intimo Malva e Camomilla Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/48541,"4,96 €/l","1,49","4,96",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/48541/F13E1080-2B2A-45DC-9D3E-5289F065DA9B_1_MEDIUM.Jpg
Detergente Intimo Calendula Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/40456,"4,96 €/l","1,49","4,96",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/40456/240C007D-1AD2-416F-9FDA-89BF8381A6F6_1_MEDIUM.Jpg
Sapone Liquido Vellutante Olio di Argan Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/49284,"2,98 €/l","1,49","2,98",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/49284/E1897D5B-2613-4638-9B7A-769C94FECD2D_1_MEDIUM.Jpg
Ricarica Sapone Liquido Vellutante Olio di Argan Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/48540,"1,85 €/l","1,85","1,85",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/48540/6FF8DB1E-6C78-407B-929F-8964400933F7_1_MEDIUM.Jpg
Ricarica Sapone Liquido Rilassante Muschio Bianco Fiori di Cotone Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/4315,"1,85 €/l","1,85","1,85",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/4315/4588BF69-52C7-4E49-932B-2664A03AFBC3_1_MEDIUM.Jpg
Sapone Liquido Rilassante Muschio Bianco e Fiori di Cotone Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/4305,"2,98 €/l","1,49","2,98",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/4305/A58F9C17-D8D6-4EA8-A426-2A94AE216143_1_MEDIUM.Jpg
Sapone Liquido Rinfrescante Aloe Vera e Mandorle Dolci Estetique U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/4303,"2,98 €/l","1,49","2,98",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/4303/C22A888E-1790-44C5-B134-DA64C3B1348F_1_MEDIUM.Jpg
80 Veline 4 Veli U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/88160,"1,39 €/pz","1,39","1,39",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/88160/15EF5AF0-63C2-4B15-8C41-9A280E8B4DE1_1_MEDIUM.Jpg
150 Veline 2 Veli U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6876,"1,25 €/pz","1,25","1,25",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/6876/850894F0-68D3-4330-A8CC-D75584BE2CF1_1_MEDIUM.Jpg
Fazzoletti Decorati Cartoon 4 Veli,6 Pacchetti,https://www.spesaonline.unes.it/p/67492,"1,39 €/pz","1,39","1,39",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/67492/0EF38179-95D5-4650-A53F-82DCADFDE7FD_1_MEDIUM.Jpg
20 Salviette Rinfrescanti Milleusi U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/44674,"0,99 €/pz","0,99","0,99",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/44674/53B77144-0722-4C06-BD8F-034F46C72AA1_1_MEDIUM.Jpg
20 SALVIETTE INTIME DETERGENTI E RINFRESCANTI U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/41371,"0,99 €/pz","0,99","0,99",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/41371/F0946639-9B47-4BE6-8634-D5711407C8D7_1_MEDIUM.Jpg
10 Pacchetti di Fazzoletti Profumati 4 Veli U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/27766,"1,69 €/pz","1,69","1,69",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/27766/D9231148-CCCA-4B0E-A61F-C6DC69DF2B25_1_MEDIUM.Jpg
30 Pacchetti di Fazzoletti 4 Veli U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/24717,"2,99 €/pz","2,99","2,99",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/24717/3D351FE0-3B70-4DEE-9517-7E3E24773814_1_MEDIUM.Jpg
10 Pacchetti di Fazzoletti 4 veli U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/17749,"1,39 €/pz","1,39","1,39",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/17749/A16C0F2C-3B77-4863-ADB3-0258B0B686EE_1_MEDIUM.Jpg
Spugna Corpo in Cellulosa Naturale U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/21262,"1,80 €/pz","1,80","1,80",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/21262/3FDCD559-B6D1-4B0E-A63E-626760068D9A_1_MEDIUM.Jpg
Spugna Massaggio U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/21259,"0,99 €/pz","0,99","0,99",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/21259/EC7CC590-CE19-404B-B01F-D9D0FED1F180_1_MEDIUM.Jpg
70 DISCHETTI LEVATRUCCO DOUBLE FACE VISO E OCCHI 100% PURO COTONE U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/43530,"0,89 €/pz","0,89","0,89",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/43530/B434FA7F-3434-42B2-9589-33B797A6D01E_1_MEDIUM.Jpg
25 Salviette Struccanti Viso e Occhi U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/41370,"1,49 €/pz","1,49","1,49",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/41370/776A9D68-A523-4AD1-A4CF-0743DCE8C4E7_1_MEDIUM.Jpg
OVALI VISO DEMAQUILLAGE 2 PZ U! Confronta & Risparmia,,https://www.spesaonline.unes.it/p/21257,"0,99 €/pz","0,99","0,99",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/21257/6725BE54-D535-447F-B275-A04E9D1BA4D1_1_MEDIUM.Jpg
Kit da Viaggio Total Care U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/82230,"2,49 €/pz","2,49","2,49",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/82230/89AFED69-FE06-4DAD-851A-1F2D630EBA46_1_MEDIUM.Jpg
Kit da Viaggio Ricariche Dentifricio U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/82229,"1,79 €/pz","1,79","1,79",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/82229/8688358E-E635-4439-9E8A-D04E157524DA_1_MEDIUM.Jpg
DENTIFRICIO SENSIBLE CARE U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/75522,"15,86 €/l","1,19","15,86",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/75522/8C42A438-B0B8-4BC9-B573-E68CAD6B2225_1_MEDIUM.Jpg
DENTIFRICIO WHITENING U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/75521,"15,86 €/l","1,19","15,86",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/75521/A734EDCC-421E-4F14-BAEB-E500076C3365_1_MEDIUM.Jpg
DENTIFRICIO TOTAL CARE U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/75519,"15,86 €/l","1,19","15,86",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/75519/E90474F1-CB44-4352-B76D-3EAFE0807FC8_1_MEDIUM.Jpg
Collutorio Sensible Care U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/75526,"3,38 €/l","1,69","3,38",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/75526/34E779E1-98E7-4010-99DB-C66F674FE7DD_1_MEDIUM.Jpg
Collutorio Everyday Fresh U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/75524,"3,38 €/l","1,69","3,38",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/75524/15704650-4BAD-4188-9D27-046FF070DFD9_1_MEDIUM.Jpg
Spazzolino Extra Protection Setole Dure U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/82234,"0,99 €/pz","0,99","0,99",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/NON%20FOOD/82234/822A1343-654F-4950-88A6-CDE0ADBE0FFE_1_MEDIUM.Jpg
